Date,삼성전자,SK하이닉스,POSCO홀딩스,현대차,기아,삼성SDI,현대모비스,LG,카카오,SK텔레콤,기업은행,S-Oil,KT
2014-11-19,24360,47150,298000,171500,56400,126000,238000,60175,27397,49949,15750,41750,33000
2014-12-03,25960,48050,301500,177500,55400,128000,242000,62348,28100,47879,14850,42400,31850
2014-12-17,25320,46700,285500,169000,52500,123000,236500,58664,25310,47275,14800,49200,31500
2015-01-05,26660,47650,279000,168000,52000,115000,238000,58947,29003,47706,13750,48250,31900
2015-01-19,26860,47000,272500,172500,51500,110500,251500,57813,30549,46240,12900,53900,29800
2015-02-02,27360,46600,254500,171000,46550,130500,249500,59325,29886,49690,13250,60200,29750
2015-02-16,27480,47500,267500,158000,45050,129500,240000,59703,28060,51933,13350,61900,29250
2015-03-05,28440,45500,276500,167500,46900,138500,254500,58947,26494,50036,13450,67300,30250
2015-03-19,29400,46400,259500,184000,47350,137000,261000,57908,22801,50122,14100,63000,29950
2015-04-02,28680,44800,236000,164000,44300,134000,240500,57152,21938,47275,13100,67000,29100
2015-04-16,29540,44500,256000,169000,46750,139000,236000,60931,22881,46240,14950,74900,30000
2015-04-30,28200,46150,252000,169000,49600,120000,236500,63009,21657,49518,14800,73400,31850
2015-05-18,26400,45450,253000,162500,48150,123000,227000,61687,21476,43565,14550,67500,30450
2015-06-02,26060,51200,240000,138500,45400,122000,200000,58853,22400,42875,14150,64700,29450
2015-06-16,25100,44200,223000,137000,45200,115000,211500,56396,20412,44342,13900,67900,28950
2015-06-30,25360,42300,224000,136000,45300,111000,212000,58380,25330,43134,14450,67600,28450
2015-07-14,24500,37850,217500,125500,40650,109500,197000,52334,26615,43738,13900,62200,29150
2015-07-28,24600,37100,190500,145000,43050,95000,214000,53751,25952,42185,12950,59000,29500
2015-08-11,23140,36100,193500,139000,41950,82100,207000,53185,26795,43824,13900,58600,29750
2015-08-26,21340,33450,184000,150000,48800,81500,203500,54318,25912,41064,13000,58300,28950
2015-09-09,22940,36000,192500,155500,50400,88900,216000,56302,25470,44601,13400,59200,29050
2015-09-23,22620,34700,174000,157000,51200,102000,212500,55452,24768,44687,13450,61900,29850
2015-10-12,25200,36850,185000,159500,51500,111500,231500,58853,24527,44256,14000,70200,30700
2015-10-26,25840,32900,193000,159000,54600,117000,241500,65087,22881,43824,14200,68500,30700
2015-11-09,26880,31250,178000,165000,58000,110000,253500,63576,23082,39511,14000,67600,28900
2015-11-23,25640,30650,169500,157000,55000,127000,247500,68205,22901,40115,13700,75800,29550
2015-12-07,25240,30700,169500,150500,53900,118500,238500,67543,23825,40374,13050,76200,29350
2015-12-21,25600,30500,169000,152000,54200,120000,249000,68583,22520,39425,13300,78100,28850
2016-01-07,23260,30200,164000,137500,49300,111000,237000,64804,23544,35197,11950,75400,27750
2016-01-21,22620,26600,156000,137000,46650,100500,240000,63481,22279,33300,10750,78700,26500
2016-02-04,23120,28100,179000,132500,43700,95900,248000,69716,21938,36319,11150,83000,28200
2016-02-23,23620,30400,200500,149000,48000,96700,258500,68488,19349,39425,11800,81200,28850
2016-03-09,23880,30550,214500,149500,48950,99900,252500,64709,21637,37009,12100,83700,28750
2016-03-23,25580,30250,214500,158000,49800,103000,255500,64898,21396,36233,12100,91200,29100
2016-04-06,25700,27500,232500,144000,45350,95200,234000,64615,19429,35197,11750,94900,30100
2016-04-21,25880,27550,248500,154000,49200,107000,250000,66977,20372,35284,12700,90100,30500
2016-05-09,25980,25750,208500,135500,46200,116500,254500,62159,20412,36233,11450,81700,31850
2016-05-23,25720,27200,207500,133000,45950,107500,245000,62537,20111,36060,11450,84400,32100
2016-06-07,27960,28650,217000,139500,46150,118500,252000,59703,19710,38217,11550,84300,30900
2016-06-21,28960,29800,206500,138000,44300,110500,267000,59230,18827,36146,11500,75700,29850
2016-07-05,29380,31850,207500,135000,42650,110500,255000,61592,18726,37354,11250,78600,30200
2016-07-19,30660,32450,220000,130000,41700,107500,260500,61687,18767,38131,11350,78200,30000
2016-08-02,30960,33750,227500,134000,41750,107000,258000,59230,18265,38562,11600,76800,32600
2016-08-17,31320,33550,223000,135000,41400,118000,258500,61781,17663,39338,11750,76000,32650
2016-08-31,32400,36450,231000,133000,41950,115500,260500,62253,16318,37699,11750,70700,31600
2016-09-19,31160,39200,220000,137000,44250,98200,287000,61498,16157,37440,11850,76300,31250
2016-10-04,32280,41800,231500,139000,42300,97400,280000,60742,16298,38734,11950,79000,32150
2016-10-18,31780,41650,240000,134500,41650,94300,263500,59419,16217,39252,12850,83000,31700
2016-11-01,33040,42000,238000,141500,40850,94600,270000,58286,14973,38993,13050,81000,33000
2016-11-15,30780,39700,254000,130500,36950,94800,242500,54885,15254,37527,13250,84600,31500
2016-11-29,33540,42400,252000,134500,37150,93000,247000,54129,16017,38562,13200,85600,30200
2016-12-13,35320,44950,268000,145000,39600,97800,262000,56680,15896,40115,13450,81500,29750
2016-12-27,35980,45650,258500,144500,39500,109500,267500,57625,15013,39856,13450,85500,30200
2017-01-11,38280,51600,269000,148500,40300,116500,274500,56396,16699,39252,12450,86200,29000
2017-01-25,39400,51700,267500,142000,37500,112500,265000,55735,15274,37785,12600,83200,28900
2017-02-10,38360,50000,275500,141000,36800,125000,241000,61025,17081,39252,13300,84000,30200
2017-02-24,38220,47500,280000,148000,38100,125000,259500,60270,17683,39942,12550,84200,30450
2017-03-13,40600,51000,281000,146000,36450,131000,242500,60081,17020,42271,12600,92700,31850
2017-03-27,41200,50700,270000,162000,36850,134500,243000,65371,16639,44773,12350,94800,33100
2017-04-10,41940,49000,272500,146000,35550,137500,222000,64615,17040,43565,12000,94300,32250
2017-04-24,41240,52400,274000,141500,35200,138000,225500,65938,18104,43393,12500,97000,31650
2017-05-12,45820,55300,272500,155000,36500,153000,247000,66882,19228,40719,12800,105500,31300
2017-05-26,46080,57100,284000,163500,38850,159500,281500,75290,20011,43911,12750,102000,32450
2017-06-12,45380,57500,278000,162500,38950,148000,263000,77368,21075,42530,13750,97400,31700
2017-06-26,48280,67500,272500,164000,38650,172500,255500,74817,20111,44514,13700,94400,31800
2017-07-10,48660,67300,300000,148000,36700,176000,243000,68583,20473,44083,14750,100000,33100
2017-07-24,50860,73000,322000,145000,36500,180000,244000,70661,21878,48051,15150,108500,34850
2017-08-07,47580,64100,342000,148000,37050,181000,253500,71889,22179,48224,15750,116000,34300
2017-08-22,47000,68200,340000,147000,35500,185500,251000,76990,23182,45291,15150,116500,32650
2017-09-05,46760,69900,342500,138000,34100,190500,238500,77651,25189,42789,13950,121500,30350
2017-09-19,52120,79200,324000,140000,31000,223000,217500,78691,27498,42444,14750,120500,29100
2017-10-11,54640,89100,315500,155000,32550,217000,242000,78029,30207,45981,14600,129000,28950
2017-10-25,53900,81700,337000,148500,33250,198500,239000,81052,29304,46067,15000,129000,29600
2017-11-08,56760,83200,316500,155000,34500,221000,265000,82469,31612,43824,15100,127000,29300
2017-11-22,55960,86800,312500,155000,33150,227500,253000,84642,31010,44946,15800,120000,29950
2017-12-06,50020,77500,333000,162000,33900,202500,263500,83225,27698,47534,15650,122000,30900
2017-12-20,50880,80100,333500,152500,33300,211000,264500,84925,26795,46930,16400,124500,31200
2018-01-08,52020,78200,369500,151000,32400,225500,247500,84642,32014,45895,16800,111500,29750
2018-01-22,48240,71100,377500,162500,33750,203000,269500,88704,27197,47275,16550,118000,30000
2018-02-05,47920,70200,381500,159000,34950,175000,248500,83319,26996,44859,17100,121500,29450
2018-02-21,47280,76900,364000,160000,33850,178000,222500,81241,24989,42444,16500,119500,28150
2018-03-08,49200,83500,358000,154500,33300,182000,218000,82564,26494,39597,16000,121000,27700
2018-03-22,51780,88600,340500,152500,31900,208000,236000,84075,27698,39942,16750,119500,27350
2018-04-05,48740,82900,318500,154000,32350,191000,262500,79163,24989,40201,15200,120000,27600
2018-04-19,52780,87900,355000,158000,31200,189500,243000,80296,23383,38303,15750,116000,26850
2018-05-04,51900,83000,367500,158000,33750,180500,235000,74062,22480,39770,16400,108000,27700
2018-05-21,50000,89100,361000,149000,33950,198000,241500,74534,22781,38389,16400,112000,27350
2018-06-05,51300,91000,352500,142500,33100,215000,227500,72739,22379,38389,16000,109500,27350
2018-06-21,47050,88500,339000,127000,30800,226000,217000,66693,21476,41926,15600,111000,27950
2018-07-05,45950,86200,309000,121500,29700,215000,200000,66032,23383,39338,15450,102500,27050
2018-07-19,46900,90300,314500,124000,31900,235000,222000,69527,22881,40805,15450,116500,27450
2018-08-02,45550,83200,322500,125500,31050,226500,223500,69905,22279,43652,15100,114000,28800
2018-08-17,44100,74500,313000,126500,32100,213500,232000,67355,25491,45118,15250,125000,28750
2018-08-31,48450,83000,326500,125000,32050,236000,224000,67543,25089,45291,14900,119500,28900
2018-09-14,45850,77700,294000,129500,34050,245000,226500,68205,24086,47793,14700,129000,29150
2018-10-04,44700,70000,274500,124500,33700,244000,209500,68394,22480,48224,15550,134500,29800
2018-10-19,43900,70800,270000,115500,29400,252500,193000,61214,20272,48742,14450,127500,29900
2018-11-02,44150,72600,274000,110000,29550,234500,188500,63292,19710,44428,15000,120500,28800
2018-11-16,44000,70100,255500,103000,29500,220000,193500,66977,20573,48138,15050,111000,29950
2018-11-30,41850,69600,247500,107000,30500,206500,180500,68205,22580,49949,14800,110500,30500
2018-12-14,38950,61800,254000,116500,32500,205500,199000,69716,22078,48310,14950,110500,30700
2019-01-02,38750,60600,237000,114000,32800,210500,185000,64332,20473,47016,13550,91300,30400
2019-01-16,41450,64800,263500,128500,34850,240000,200000,70189,20071,46153,13900,96500,29250
2019-01-30,46400,75900,285000,129500,36150,228000,224500,72928,20051,44601,14150,103500,28900
2019-02-18,46200,74700,262500,120500,35600,245000,210000,74062,20473,44773,14250,109000,28500
2019-03-05,44250,69700,255500,121500,34850,230500,210000,70189,21376,45032,14000,102000,28150
2019-03-19,43900,68000,259500,124000,34700,210000,213000,73873,20573,43652,14700,97000,28250
2019-04-02,45750,76400,267000,119000,35100,217500,207500,73589,20774,43307,14550,90300,27300
2019-04-16,47250,80400,268500,128500,41800,228000,225000,71983,23584,42703,14650,94900,27300
2019-04-30,45850,79000,255000,138500,45250,236500,232500,68960,24086,42703,14150,92200,27350
2019-05-16,41550,71900,235500,127500,42350,216000,212500,67543,26795,44514,14000,83800,27950
2019-05-30,42550,65900,239500,135500,41200,213500,221000,68960,24989,43134,14000,82300,28350
2019-06-14,44000,63100,239000,140500,42150,236500,220500,72267,25089,44687,13950,83200,28250
2019-06-28,47000,69500,244500,140000,44000,236500,235500,72645,26394,44687,14050,83700,28350
2019-07-12,46300,74700,237000,139500,43000,238000,235500,69811,26394,44859,13750,93300,28150
2019-07-26,47150,79800,232500,130500,43600,232000,245500,70000,26293,42358,13550,93000,27550
2019-08-09,43150,73300,208500,132500,43450,247500,243500,65276,26494,41754,12700,88600,27000
2019-08-26,43600,71800,203500,124500,42100,242500,239000,65938,26594,40632,11950,91200,27000
2019-09-09,46900,84300,217000,127000,43100,241000,251000,67921,26695,40891,12700,97500,27050
2019-09-25,48900,81900,230500,134500,45850,223000,255000,66788,27297,41409,13300,102000,27500
2019-10-11,49150,80000,225500,126000,41950,227000,244000,64804,27096,40805,12450,101500,26900
2019-10-25,50900,82900,213000,123500,41650,226000,237000,64993,28100,40632,12700,106000,26700
2019-11-08,52100,82300,224000,124000,43100,237500,242000,68394,30508,41754,12250,100500,27200
2019-11-22,51600,81700,220000,123500,44200,235500,255500,69055,30709,42185,11900,92000,27350
2019-12-06,50400,80600,230500,118500,43800,225500,246500,68488,30810,41150,11900,88400,26850
2019-12-20,56000,95000,246000,124000,44700,228500,262000,70283,30107,42013,12300,97200,27300
2020-01-08,56800,97400,228000,112000,41300,229000,245000,67355,32014,40115,11150,88100,26150
2020-01-22,62300,101000,241500,127000,42600,286000,245500,70094,33318,41150,11150,82900,26250
2020-02-07,60400,99300,223000,131000,40500,317000,231000,70000,33620,39425,10850,76700,25300
2020-02-21,59200,103000,211500,128000,40050,336500,228500,70189,38035,37872,9900,74200,24700
2020-03-06,56500,92600,192000,110500,34650,316500,203000,64615,35225,38389,9020,64300,23950
2020-03-20,45400,74800,144500,71100,24150,216500,140500,45816,30007,30194,6620,52700,18900
2020-04-03,47000,79600,157000,86300,25400,231500,165000,52901,31612,31574,7230,62800,19900
2020-04-20,50100,82000,175500,97600,29350,283000,179500,57247,35125,35111,7700,66800,23050
2020-05-07,48800,82400,179500,92600,29000,282500,170000,57625,41347,35715,7720,68900,23500
2020-05-21,49950,83400,177000,97200,30600,335000,187000,60458,47670,36750,7740,71000,24350
2020-06-04,54600,87700,203000,108500,36000,370500,217500,67449,50982,39166,9540,76000,25250
2020-06-18,52300,86200,186500,100000,33400,377000,188000,71889,52888,35456,8810,67700,23500
2020-07-02,52900,84400,181000,99000,32200,371500,194500,68205,57304,38821,8150,64000,24100
2020-07-16,53800,82700,186500,110000,35300,386000,213000,69338,64630,37613,8290,63900,24450
2020-07-30,59000,85300,199000,127500,40700,383500,213000,69338,66637,37958,8240,61500,23800
2020-08-13,58700,80700,206000,170000,44900,471000,228000,85020,72358,41754,8820,63600,25500
2020-08-28,55400,77800,189500,172000,42750,466000,226000,80108,81390,41840,8260,57400,23750
2020-09-11,59000,78400,185500,171500,42300,429500,226000,74534,76071,41926,8180,55500,23250
2020-09-25,57900,82900,194000,170000,44000,412000,222000,68110,70551,39856,7850,50900,22400
2020-10-15,60000,87100,205000,176000,48900,429000,234500,69338,72659,40460,8080,56600,22850
2020-10-29,58100,81700,212000,170000,53000,431500,238000,66410,68845,38389,8320,55600,22600
2020-11-12,61000,88100,236500,174000,59000,515000,239500,71322,71756,39683,9060,64700,23600
2020-11-26,68000,99400,242500,179000,58400,550000,245500,72928,75068,40028,9630,71400,24100
2020-12-10,72900,116500,272000,191500,63800,560000,243500,71606,74365,41064,9420,72000,24200
2020-12-24,77800,118000,271000,187000,61700,563000,251000,80296,75068,42616,9450,69000,25450
2021-01-12,90600,129000,277000,261000,70200,745000,332000,96356,91827,43738,8680,75100,23950
2021-01-26,86700,129000,257500,251500,89700,790000,338000,98717,92530,43824,8280,70700,24150
2021-02-09,82700,125500,270000,236500,84900,772000,325500,99190,92530,42703,8420,81200,24100
2021-02-25,85300,148500,283000,245000,77000,704000,314500,90971,97247,43479,8520,88000,26200
2021-03-12,82800,140000,301000,232500,82800,689000,303500,86815,96544,43997,8960,85500,27000
2021-03-26,81500,135000,318000,215500,80600,647000,283500,84264,99354,47275,9030,81300,28300
2021-04-09,83600,140000,328000,228500,84600,663000,305500,85681,112000,47706,9160,78900,27950
2021-04-23,82800,132500,355500,221000,81300,670000,290500,108164,117500,54263,9300,78000,29450
2021-05-10,83200,130000,407000,229500,83000,652000,283500,119500,116000,54953,10300,96500,29450
2021-05-25,79900,123000,358000,227500,81800,643000,277000,119500,118000,54176,10700,96000,32800
2021-06-08,81900,127500,341000,243500,91500,615000,288000,99400,128500,56592,11000,101000,33550
2021-06-22,80000,122000,341000,241000,89800,683000,294000,104500,159000,55384,10500,104500,32500
2021-07-06,81200,125000,342500,236000,88700,747000,283500,100000,157500,54694,10500,110000,32400
2021-07-20,79000,118500,330000,227000,87100,731000,279000,97400,152000,55902,10200,95800,33600
2021-08-03,81400,120000,341000,223500,85800,749000,276000,95900,144000,52796,10250,97300,33550
2021-08-18,73900,104000,329000,212500,83200,794000,267000,97600,145500,50812,10250,92800,34300
2021-09-01,76800,108000,337500,215000,85800,788000,277500,94300,154000,54004,10450,92600,33450
2021-09-15,77000,107500,361500,209500,83300,750000,269000,95700,122500,52279,10250,101000,32550
2021-10-05,72200,97900,322000,193500,77800,680000,251500,93100,111000,55212,10500,112500,31700
2021-10-20,70300,97900,309500,209000,83800,727000,268000,95200,128000,51502,11100,104000,31600
2021-11-03,70400,105500,300500,208500,85000,732000,252500,92400,124500,53400,11050,100000,30500
2021-11-17,70700,110500,276000,207000,84000,762000,241000,88100,125000,53400,11050,90400,30600
2021-12-01,74400,116500,277000,201000,81200,693000,230000,78400,122500,54600,10400,83100,30000
2021-12-15,77600,123500,282000,209000,84300,674000,242000,81400,118500,56000,11050,88500,31100
2021-12-29,78800,127000,279000,212000,83400,663000,261000,81800,114000,58300,10450,87800,31000
2022-01-13,77900,129500,306500,210000,84900,666000,255000,82600,96700,56300,10750,95300,31300
2022-01-27,71300,113500,257500,186500,79100,594000,227000,72200,82600,55500,10200,85300,30800
2022-02-15,73700,127000,280500,180500,77600,530000,227000,75500,88300,54800,10950,86000,32000
2022-03-02,71700,125000,283500,170500,72100,547000,224000,74000,95300,54500,10500,89600,31600
2022-03-17,71200,124000,283500,168500,72400,508000,210000,73800,106500,57200,10600,84900,32550
2022-03-31,69600,118000,293000,180500,74000,596000,215000,76400,106500,56900,10850,96700,35700
2022-04-14,67500,110000,286000,177500,76800,620000,207500,74800,96100,60500,11150,106000,35350
2022-04-28,64800,109500,290000,188500,83700,598000,209500,73100,89300,56700,11250,104500,35400
2022-05-13,66500,112500,280500,186500,86300,589000,199500,75000,81800,61000,11200,110500,37550
2022-05-27,66500,106000,294000,185500,82900,590000,202000,74700,81700,57200,11250,110000,38050
2022-06-14,61900,99100,263500,171500,78000,531000,205500,77000,76600,53700,10750,118500,36800
2022-06-28,59400,95300,243000,186000,81900,581000,206500,81000,71600,54500,9940,108000,37000
2022-07-12,58100,93300,223000,179000,78700,528000,204000,76900,70300,55000,9150,91200,37250
2022-07-26,61700,100500,235500,196000,82500,563000,227000,78800,72400,52400,9300,91900,37400
2022-08-09,60000,95100,246000,193500,81500,615000,223500,80700,83200,52900,9550,87800,38250
2022-08-24,59000,93200,245500,188000,76600,591000,209000,81300,74900,51200,9640,103500,38600
2022-09-07,56000,90400,246000,202000,82300,554000,217000,77600,67500,52000,9390,97300,36350
2022-09-23,54500,83500,236000,190500,77600,610000,206500,77600,61000,52700,9900,86900,36350
2022-10-11,55400,90200,230000,168000,67400,600000,201500,75700,50100,48700,9840,84500,33900
2022-10-25,57700,93500,239500,162500,66300,655000,199000,77300,48800,49550,10150,82200,36000
2022-11-08,61800,87700,273000,170000,67500,730000,217500,81800,51500,50500,10500,93900,36500
2022-11-22,60600,85200,292500,165500,65200,680000,210500,83600,54300,49750,11000,86900,36850
2022-12-06,59200,81000,286500,164500,65100,706000,206000,79800,56000,50400,11100,85700,37300
2022-12-20,58600,78300,281000,157000,62400,645000,202000,78800,54300,48500,11100,86800,35750
